protocolo,empreendimento,latitude,longitude,lat_casa_forca,lon_casa_forca,autor,data,obs
48775535,CGH SÃO JORGE I,-24.694647,-51.519291,-24.720166,-51.601334,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Pendente de validação | Grau: Médio | Fase: Em operação — CGH São Jorge I: reservatório + estrutura cruzando o corpo d'água a N do marcador (barramento). Em operação (ANEEL); coord casa de força (-24.720,-51.601) ~10 km SW, suspeita."
140775673,CGH TAPERA 2A,-25.484593,-52.273118,,-52.273118,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Coordenada inconsistente | Grau: Médio | Fase: Em operação — PCH Tapera: barramento visível no marcador (coord ANEEL, em operação). ATENÇÃO: coord de casa de força listada (-25.377,-52.285) está ~12 km ao norte — provavelmente errada."
171884217,CGH TAPERA 2A,-25.484593,-52.273118,,,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Coordenada inconsistente | Grau: Médio | Fase: Em operação — PCH Tapera: barramento visível no marcador (coord ANEEL, em operação). ATENÇÃO: coord de casa de força listada (-25.377,-52.285) está ~12 km ao norte — provavelmente errada."
196850333,CGH TAPERA 2A,-25.484593,-52.273118,,,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Coordenada inconsistente | Grau: Médio | Fase: Em operação — PCH Tapera: barramento visível no marcador (coord ANEEL, em operação). ATENÇÃO: coord de casa de força listada (-25.377,-52.285) está ~12 km ao norte — provavelmente errada."
207198730,CGH TAPERA 2A,-25.484593,-52.273118,,,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Coordenada inconsistente | Grau: Médio | Fase: Em operação — PCH Tapera: barramento visível no marcador (coord ANEEL, em operação). ATENÇÃO: coord de casa de força listada (-25.377,-52.285) está ~12 km ao norte — provavelmente errada."
83438932,CGH TRÊS CAPÕES,-25.463537,-51.660779,,-51.662808,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Pendente de validação | Grau: Médio | Fase: Em operação — PCH Três Capões Novo: etiqueta GEP 'CGH Três Capões Novo' no marcador (Rio Jordão, em operação, ANEEL). Casa de força a pinar."
96192983,CGH TRÊS CAPÕES,-25.463537,-51.660779,,-51.662808,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Pendente de validação | Grau: Médio | Fase: Em operação — PCH Três Capões Novo: etiqueta GEP 'CGH Três Capões Novo' no marcador (Rio Jordão, em operação, ANEEL). Casa de força a pinar."
78822970,CGH TRÊS CAPÕES,-25.463537,-51.660779,,-51.662808,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Pendente de validação | Grau: Médio | Fase: Em operação — PCH Três Capões Novo: etiqueta GEP 'CGH Três Capões Novo' no marcador (Rio Jordão, em operação, ANEEL). Casa de força a pinar."
154261958,CGH TRÊS CAPÕES,-25.463537,-51.660779,,-51.662808,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Pendente de validação | Grau: Médio | Fase: Em operação — PCH Três Capões Novo: etiqueta GEP 'CGH Três Capões Novo' no marcador (Rio Jordão, em operação, ANEEL). Casa de força a pinar."
213285505,MCH CAMIFRA,-26.240081,-52.4229,,,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Pendente de validação | Grau: Médio | Fase: Em operação — MCH Camifra: Rio Chopim com corredeiras no marcador + complexo a SW (em operação, ANEEL)."
195196400,MCH VAZÃO SANITARIA SÃO FRANCISCO,-24.733056,-53.892778,,,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Pendente de validação | Grau: Médio | Fase: Em operação — PCH São Francisco: etiqueta GEP 'Lago da PCH' + reservatório no marcador (em operação, ANEEL); barragem na extremidade do lago. Casa de força a pinar."
49470908,PCH APUCARANINHA,-23.749747,-50.907925,-23.75103,-50.902339,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Pendente de validação | Grau: Médio | Fase: Em operação — PCH Apucaraninha: etiqueta GEP 'Salto do Apucaraninha' no marcador, perto da foz no Rio Tibagi (em operação, ANEEL). Casa de força listada ~0,5 km a leste — a pinar."
93839943,PCH APUCARANINHA,-23.749747,-50.907925,-23.75103,-50.902339,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Pendente de validação | Grau: Médio | Fase: Em operação — PCH Apucaraninha: etiqueta GEP 'Salto do Apucaraninha' no marcador, perto da foz no Rio Tibagi (em operação, ANEEL). Casa de força listada ~0,5 km a leste — a pinar."
77474277,PCH APUCARANINHA,-23.749747,-50.907925,-23.75103,-50.902339,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Pendente de validação | Grau: Médio | Fase: Em operação — PCH Apucaraninha: etiqueta GEP 'Salto do Apucaraninha' no marcador, perto da foz no Rio Tibagi (em operação, ANEEL). Casa de força listada ~0,5 km a leste — a pinar."
42993271,PCH ARTURO ANDREOLI (FOZ DO CHOPIM),-25.572674,-53.112634,,-53.112634,Conferência geoespacial (Claude),2026-06-27,Barragem: Validado | Casa de força: Pendente de validação | Grau: Alto | Fase: Em operação — PCH Arturo Andreoli (Foz do Chopim): barramento e vertedouro visíveis cruzando o Rio Chopim; reservatório; Subestação Júlio de Mesquita Filho próxima. Casa de força junto à barragem — a pinar.
46309120,PCH ARTURO ANDREOLI (FOZ DO CHOPIM),-25.572674,-53.112634,,-53.112634,Conferência geoespacial (Claude),2026-06-27,Barragem: Validado | Casa de força: Pendente de validação | Grau: Alto | Fase: Em operação — PCH Arturo Andreoli (Foz do Chopim): barramento e vertedouro visíveis cruzando o Rio Chopim; reservatório; Subestação Júlio de Mesquita Filho próxima. Casa de força junto à barragem — a pinar.
56228918,PCH ARTURO ANDREOLI (FOZ DO CHOPIM),-25.572674,-53.112634,,-53.112634,Conferência geoespacial (Claude),2026-06-27,Barragem: Validado | Casa de força: Pendente de validação | Grau: Alto | Fase: Em operação — PCH Arturo Andreoli (Foz do Chopim): barramento e vertedouro visíveis cruzando o Rio Chopim; reservatório; Subestação Júlio de Mesquita Filho próxima. Casa de força junto à barragem — a pinar.
94975409,PCH ARTURO ANDREOLI (FOZ DO CHOPIM),-25.572674,-53.112634,,-53.112634,Conferência geoespacial (Claude),2026-06-27,Barragem: Validado | Casa de força: Pendente de validação | Grau: Alto | Fase: Em operação — PCH Arturo Andreoli (Foz do Chopim): barramento e vertedouro visíveis cruzando o Rio Chopim; reservatório; Subestação Júlio de Mesquita Filho próxima. Casa de força junto à barragem — a pinar.
78920513,PCH ARTURO ANDREOLI (FOZ DO CHOPIM),-25.572674,-53.112634,,-53.112634,Conferência geoespacial (Claude),2026-06-27,Barragem: Validado | Casa de força: Pendente de validação | Grau: Alto | Fase: Em operação — PCH Arturo Andreoli (Foz do Chopim): barramento e vertedouro visíveis cruzando o Rio Chopim; reservatório; Subestação Júlio de Mesquita Filho próxima. Casa de força junto à barragem — a pinar.
135075779,PCH ARTURO ANDREOLI (FOZ DO CHOPIM),-25.572674,-53.112634,,-53.112634,Conferência geoespacial (Claude),2026-06-27,Barragem: Validado | Casa de força: Pendente de validação | Grau: Alto | Fase: Em operação — PCH Arturo Andreoli (Foz do Chopim): barramento e vertedouro visíveis cruzando o Rio Chopim; reservatório; Subestação Júlio de Mesquita Filho próxima. Casa de força junto à barragem — a pinar.
154676830,PCH ARTURO ANDREOLI (FOZ DO CHOPIM),-25.572674,-53.112634,,-53.112634,Conferência geoespacial (Claude),2026-06-27,Barragem: Validado | Casa de força: Pendente de validação | Grau: Alto | Fase: Em operação — PCH Arturo Andreoli (Foz do Chopim): barramento e vertedouro visíveis cruzando o Rio Chopim; reservatório; Subestação Júlio de Mesquita Filho próxima. Casa de força junto à barragem — a pinar.
201054214,PCH ARTURO ANDREOLI (FOZ DO CHOPIM),-25.572674,-53.112634,,,Conferência geoespacial (Claude),2026-06-27,Barragem: Validado | Casa de força: Pendente de validação | Grau: Alto | Fase: Em operação — PCH Arturo Andreoli (Foz do Chopim): barramento e vertedouro visíveis cruzando o Rio Chopim; reservatório; Subestação Júlio de Mesquita Filho próxima. Casa de força junto à barragem — a pinar.
120857568,PCH BANDEIRANTES DO NORTE,-22.986425,-51.824375,,-51.822858,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Pendente de validação | Grau: Médio | Fase: Em operação — PCH Bandeirantes do Norte: pequeno reservatório/barramento + estruturas no marcador (em operação, ANEEL)."
79488062,PCH BELA VISTA,-25.807439,-52.899266,-25.686516,-51.668894,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Coordenada inconsistente | Grau: Médio | Fase: Em operação — PCH Bela Vista: estrutura junto ao Rio Chopim no marcador. ATENÇÃO: coordenada de CASA DE FORÇA inconsistente — aponta para -25.686516,-51.668894 (~130 km a leste); erro de dado a corrigir."
138234835,PCH BELA VISTA,-25.807439,-52.899266,-25.686516,-51.668894,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Coordenada inconsistente | Grau: Médio | Fase: Em operação — PCH Bela Vista: estrutura junto ao Rio Chopim no marcador. ATENÇÃO: coordenada de CASA DE FORÇA inconsistente — aponta para -25.686516,-51.668894 (~130 km a leste); erro de dado a corrigir."
169692505,PCH BELA VISTA,-25.807439,-52.899266,-25.686516,-51.668894,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Coordenada inconsistente | Grau: Médio | Fase: Em operação — PCH Bela Vista: estrutura junto ao Rio Chopim no marcador. ATENÇÃO: coordenada de CASA DE FORÇA inconsistente — aponta para -25.686516,-51.668894 (~130 km a leste); erro de dado a corrigir."
172995780,PCH BELA VISTA,-25.807439,-52.899266,-25.686516,-51.668894,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Coordenada inconsistente | Grau: Médio | Fase: Em operação — PCH Bela Vista: estrutura junto ao Rio Chopim no marcador. ATENÇÃO: coordenada de CASA DE FORÇA inconsistente — aponta para -25.686516,-51.668894 (~130 km a leste); erro de dado a corrigir."
251707472,PCH BELA VISTA,-25.807439,-52.899266,-25.686516,-51.668894,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Coordenada inconsistente | Grau: Médio | Fase: Em operação — PCH Bela Vista: estrutura junto ao Rio Chopim no marcador. ATENÇÃO: coordenada de CASA DE FORÇA inconsistente — aponta para -25.686516,-51.668894 (~130 km a leste); erro de dado a corrigir."
133549447,PCH BOA VISTA II,-24.941111,-51.384167,-24.923413,-51.396536,Conferência geoespacial (Claude),2026-06-27,Barragem: Validado | Casa de força: Pendente de validação | Grau: Médio | Fase: Em operação — PCH Boa Vista II: marcador na 'Cachoeira Verde' junto ao complexo Iberá Papel (PCH de autoprodução); em operação (ANEEL). Casa de força no complexo industrial — a pinar.
78431342,PCH BOA VISTA II,-24.941111,-51.384167,-24.923413,-51.396536,Conferência geoespacial (Claude),2026-06-27,Barragem: Validado | Casa de força: Pendente de validação | Grau: Médio | Fase: Em operação — PCH Boa Vista II: marcador na 'Cachoeira Verde' junto ao complexo Iberá Papel (PCH de autoprodução); em operação (ANEEL). Casa de força no complexo industrial — a pinar.
146071333,PCH BOA VISTA II,-24.941111,-51.384167,-24.923413,-51.396536,Conferência geoespacial (Claude),2026-06-27,Barragem: Validado | Casa de força: Pendente de validação | Grau: Médio | Fase: Em operação — PCH Boa Vista II: marcador na 'Cachoeira Verde' junto ao complexo Iberá Papel (PCH de autoprodução); em operação (ANEEL). Casa de força no complexo industrial — a pinar.
149362754,PCH BOA VISTA II,-24.941111,-51.384167,-24.923413,-51.396536,Conferência geoespacial (Claude),2026-06-27,Barragem: Validado | Casa de força: Pendente de validação | Grau: Médio | Fase: Em operação — PCH Boa Vista II: marcador na 'Cachoeira Verde' junto ao complexo Iberá Papel (PCH de autoprodução); em operação (ANEEL). Casa de força no complexo industrial — a pinar.
189590407,PCH BOA VISTA II,-24.941111,-51.384167,-24.923413,-51.396536,Conferência geoespacial (Claude),2026-06-27,Barragem: Validado | Casa de força: Pendente de validação | Grau: Médio | Fase: Em operação — PCH Boa Vista II: marcador na 'Cachoeira Verde' junto ao complexo Iberá Papel (PCH de autoprodução); em operação (ANEEL). Casa de força no complexo industrial — a pinar.
52291160,PCH CANTU 2,-24.748185,-52.468317,,-52.47282,Conferência geoespacial (Claude),2026-06-27,Barragem: Validado | Casa de força: Pendente de validação | Grau: Alto | Fase: Em operação — PCH Cantu 2: barramento e reservatório claramente visíveis no Rio Cantu; marcador sobre a estrutura. Confirmado em revisão anterior na mesma coordenada. Casa de força a pinar.
79839841,PCH CANTU 2,-24.748185,-52.468317,,-52.47282,Conferência geoespacial (Claude),2026-06-27,Barragem: Validado | Casa de força: Pendente de validação | Grau: Alto | Fase: Em operação — PCH Cantu 2: barramento e reservatório claramente visíveis no Rio Cantu; marcador sobre a estrutura. Confirmado em revisão anterior na mesma coordenada. Casa de força a pinar.
135737917,PCH CANTU 2,-24.748185,-52.468317,,-52.47282,Conferência geoespacial (Claude),2026-06-27,Barragem: Validado | Casa de força: Pendente de validação | Grau: Alto | Fase: Em operação — PCH Cantu 2: barramento e reservatório claramente visíveis no Rio Cantu; marcador sobre a estrutura. Confirmado em revisão anterior na mesma coordenada. Casa de força a pinar.
137946807,PCH CANTU 2,-24.748185,-52.468317,,-52.47282,Conferência geoespacial (Claude),2026-06-27,Barragem: Validado | Casa de força: Pendente de validação | Grau: Alto | Fase: Em operação — PCH Cantu 2: barramento e reservatório claramente visíveis no Rio Cantu; marcador sobre a estrutura. Confirmado em revisão anterior na mesma coordenada. Casa de força a pinar.
159796108,PCH CANTU 2,-24.748185,-52.468317,,-52.47282,Conferência geoespacial (Claude),2026-06-27,Barragem: Validado | Casa de força: Pendente de validação | Grau: Alto | Fase: Em operação — PCH Cantu 2: barramento e reservatório claramente visíveis no Rio Cantu; marcador sobre a estrutura. Confirmado em revisão anterior na mesma coordenada. Casa de força a pinar.
22.478.640-9,PCH CANTU 2,-24.748185,-52.468317,,-52.47282,Conferência geoespacial (Claude),2026-06-27,Barragem: Validado | Casa de força: Pendente de validação | Grau: Alto | Fase: Em operação — PCH Cantu 2: barramento e reservatório claramente visíveis no Rio Cantu; marcador sobre a estrutura. Confirmado em revisão anterior na mesma coordenada. Casa de força a pinar.
145540372,PCH CAVERNOSO IV,-25.425083,-52.086945,,-52.086944,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Pendente de validação | Grau: Alto | Fase: Em operação — PCH Cavernoso IV: barramento e reservatório claramente visíveis no marcador (coord ANEEL, em operação); estrutura da PCH identificada. Casa de força a pinar."
163751496,PCH CAVERNOSO IV,-25.425083,-52.086945,,-52.086944,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Pendente de validação | Grau: Alto | Fase: Em operação — PCH Cavernoso IV: barramento e reservatório claramente visíveis no marcador (coord ANEEL, em operação); estrutura da PCH identificada. Casa de força a pinar."
189257333,PCH CAVERNOSO IV,-25.425083,-52.086945,,,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Pendente de validação | Grau: Alto | Fase: Em operação — PCH Cavernoso IV: barramento e reservatório claramente visíveis no marcador (coord ANEEL, em operação); estrutura da PCH identificada. Casa de força a pinar."
197780983,PCH CAVERNOSO IV,-25.425083,-52.086945,,-52.086944,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Pendente de validação | Grau: Alto | Fase: Em operação — PCH Cavernoso IV: barramento e reservatório claramente visíveis no marcador (coord ANEEL, em operação); estrutura da PCH identificada. Casa de força a pinar."
131802200,PCH COBRE KM 19,-25.118592,-52.386575,-25.099749,-52.396485,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Pendente de validação | Grau: Médio | Fase: Em operação — PCH Cobre KM 19: etiqueta GEP 'RIO DO COBRE ENERGIA' no marcador (Rio do Cobre, em operação, ANEEL). Casa de força a pinar."
142508745,PCH COBRE KM 19,-25.118592,-52.386575,-25.099749,-52.396485,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Pendente de validação | Grau: Médio | Fase: Em operação — PCH Cobre KM 19: etiqueta GEP 'RIO DO COBRE ENERGIA' no marcador (Rio do Cobre, em operação, ANEEL). Casa de força a pinar."
166696852,PCH COBRE KM 19,-25.118592,-52.386575,-25.099749,-52.396485,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Pendente de validação | Grau: Médio | Fase: Em operação — PCH Cobre KM 19: etiqueta GEP 'RIO DO COBRE ENERGIA' no marcador (Rio do Cobre, em operação, ANEEL). Casa de força a pinar."
205585605,PCH COBRE KM 19,-25.118592,-52.386575,-25.099749,-52.396485,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Pendente de validação | Grau: Médio | Fase: Em operação — PCH Cobre KM 19: etiqueta GEP 'RIO DO COBRE ENERGIA' no marcador (Rio do Cobre, em operação, ANEEL). Casa de força a pinar."
221905547,PCH COBRE KM 19,-25.118592,-52.386575,-25.099749,-52.396485,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Pendente de validação | Grau: Médio | Fase: Em operação — PCH Cobre KM 19: etiqueta GEP 'RIO DO COBRE ENERGIA' no marcador (Rio do Cobre, em operação, ANEEL). Casa de força a pinar."
88741331,PCH CONFLUÊNCIA,-24.920059,-51.408155,-24.887083,-51.393794,Conferência geoespacial (Claude),2026-06-27,"Barragem: Corrigido | Casa de força: Pendente de validação | Grau: Médio | Fase: Em operação — PCH Confluência (Rio Marrecas) — MESMA usina do #1133 (barramento já validado). IAT_orig com ERRO de longitude (-51.5297); coord correta = KMZ -24.9201,-51.4082. Match SIGA 'Rio Bonito III' é FALSO POSITIVO (descartar). Fallback multi-lista resolveu."
73734479,PCH CONFLUÊNCIA,-24.91966,-51.409111,-24.887083,-51.393794,Conferência geoespacial (Claude),2026-06-27,Barragem: Validado | Casa de força: Pendente de validação | Grau: Alto | Fase: Em operação — PCH Confluência: barramento claramente visível cruzando o rio (confirmado em revisão anterior na mesma coordenada exata). Casa de força listada ~4 km a NE — a confirmar.
116680432,PCH CONFLUÊNCIA,-24.91966,-51.409111,-24.887083,-51.393794,Conferência geoespacial (Claude),2026-06-27,Barragem: Validado | Casa de força: Pendente de validação | Grau: Alto | Fase: Em operação — PCH Confluência: barramento claramente visível cruzando o rio (confirmado em revisão anterior na mesma coordenada exata). Casa de força listada ~4 km a NE — a confirmar.
130347363,PCH CONFLUÊNCIA,-24.91966,-51.409111,-24.887083,-51.393794,Conferência geoespacial (Claude),2026-06-27,Barragem: Validado | Casa de força: Pendente de validação | Grau: Alto | Fase: Em operação — PCH Confluência: barramento claramente visível cruzando o rio (confirmado em revisão anterior na mesma coordenada exata). Casa de força listada ~4 km a NE — a confirmar.
197206438,PCH CONFLUÊNCIA,-24.91966,-51.409111,-24.887083,-51.393794,Conferência geoespacial (Claude),2026-06-27,Barragem: Validado | Casa de força: Pendente de validação | Grau: Alto | Fase: Em operação — PCH Confluência: barramento claramente visível cruzando o rio (confirmado em revisão anterior na mesma coordenada exata). Casa de força listada ~4 km a NE — a confirmar.
235106612,PCH CONFLUÊNCIA,-24.91966,-51.409111,-24.887083,-51.393794,Conferência geoespacial (Claude),2026-06-27,Barragem: Validado | Casa de força: Pendente de validação | Grau: Alto | Fase: Em operação — PCH Confluência: barramento claramente visível cruzando o rio (confirmado em revisão anterior na mesma coordenada exata). Casa de força listada ~4 km a NE — a confirmar.
23.510.661-2,PCH CONFLUÊNCIA,-24.91966,-51.409111,-24.887083,-51.393794,Conferência geoespacial (Claude),2026-06-27,Barragem: Validado | Casa de força: Pendente de validação | Grau: Alto | Fase: Em operação — PCH Confluência: barramento claramente visível cruzando o rio (confirmado em revisão anterior na mesma coordenada exata). Casa de força listada ~4 km a NE — a confirmar.
56017372,PCH CÓRREGO FUNDO,-22.702972,-52.052539,,-52.052807,Conferência geoespacial (Claude),2026-06-27,Barragem: Validado | Casa de força: Pendente de validação | Grau: Médio | Fase: Em construção — PCH Córrego Fundo: obra de barragem em andamento (terraplenagem/escavação) no rio no marcador (imagem 9/2/2024). Em construção (ANEEL) — confirmado visualmente.
137536641,PCH CÓRREGO FUNDO,-22.702972,-52.052539,,-52.052807,Conferência geoespacial (Claude),2026-06-27,Barragem: Validado | Casa de força: Pendente de validação | Grau: Médio | Fase: Em construção — PCH Córrego Fundo: obra de barragem em andamento (terraplenagem/escavação) no rio no marcador (imagem 9/2/2024). Em construção (ANEEL) — confirmado visualmente.
151253024,PCH CÓRREGO FUNDO,-22.702972,-52.052539,,-52.052807,Conferência geoespacial (Claude),2026-06-27,Barragem: Validado | Casa de força: Pendente de validação | Grau: Médio | Fase: Em construção — PCH Córrego Fundo: obra de barragem em andamento (terraplenagem/escavação) no rio no marcador (imagem 9/2/2024). Em construção (ANEEL) — confirmado visualmente.
162441965,PCH CÓRREGO FUNDO,-22.702972,-52.052539,,-52.052807,Conferência geoespacial (Claude),2026-06-27,Barragem: Validado | Casa de força: Pendente de validação | Grau: Médio | Fase: Em construção — PCH Córrego Fundo: obra de barragem em andamento (terraplenagem/escavação) no rio no marcador (imagem 9/2/2024). Em construção (ANEEL) — confirmado visualmente.
24.763.816-4,PCH CÓRREGO FUNDO,-22.702972,-52.052539,,-52.052807,Conferência geoespacial (Claude),2026-06-27,Barragem: Validado | Casa de força: Pendente de validação | Grau: Médio | Fase: Em construção — PCH Córrego Fundo: obra de barragem em andamento (terraplenagem/escavação) no rio no marcador (imagem 9/2/2024). Em construção (ANEEL) — confirmado visualmente.
256027186,PCH CÓRREGO FUNDO,-22.702972,-52.052539,,,Conferência geoespacial (Claude),2026-06-27,Barragem: Validado | Casa de força: Pendente de validação | Grau: Médio | Fase: Em construção — PCH Córrego Fundo: obra de barragem em andamento (terraplenagem/escavação) no rio no marcador (imagem 9/2/2024). Em construção (ANEEL) — confirmado visualmente.
44410125,PCH DOIS SALTOS,-25.176668,-50.940277,-25.157272,-50.948906,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Pendente de validação | Grau: Médio | Fase: Em operação — PCH Dois Saltos: marcador no Salto Mandurí, sobre o Rio dos Patos, com estrutura/corredeira visível. Casa de força listada ~2,3 km a NW — a confirmar separadamente."
46307500,PCH DOIS SALTOS,-25.176668,-50.940277,-25.157272,-50.948906,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Pendente de validação | Grau: Médio | Fase: Em operação — PCH Dois Saltos: marcador no Salto Mandurí, sobre o Rio dos Patos, com estrutura/corredeira visível. Casa de força listada ~2,3 km a NW — a confirmar separadamente."
78540281,PCH DOIS SALTOS,-25.176668,-50.940277,-25.157272,-50.948906,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Pendente de validação | Grau: Médio | Fase: Em operação — PCH Dois Saltos: marcador no Salto Mandurí, sobre o Rio dos Patos, com estrutura/corredeira visível. Casa de força listada ~2,3 km a NW — a confirmar separadamente."
131553293,PCH DOIS SALTOS,-25.176668,-50.940277,-25.157272,-50.948906,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Pendente de validação | Grau: Médio | Fase: Em operação — PCH Dois Saltos: marcador no Salto Mandurí, sobre o Rio dos Patos, com estrutura/corredeira visível. Casa de força listada ~2,3 km a NW — a confirmar separadamente."
157980939,PCH DOIS SALTOS,-25.176668,-50.940277,-25.157272,-50.948906,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Pendente de validação | Grau: Médio | Fase: Em operação — PCH Dois Saltos: marcador no Salto Mandurí, sobre o Rio dos Patos, com estrutura/corredeira visível. Casa de força listada ~2,3 km a NW — a confirmar separadamente."
177489794,PCH DOIS SALTOS,-25.176668,-50.940277,-25.157272,-50.948906,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Pendente de validação | Grau: Médio | Fase: Em operação — PCH Dois Saltos: marcador no Salto Mandurí, sobre o Rio dos Patos, com estrutura/corredeira visível. Casa de força listada ~2,3 km a NW — a confirmar separadamente."
184620910,PCH DOIS SALTOS,-25.176668,-50.940277,-25.157272,-50.948906,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Pendente de validação | Grau: Médio | Fase: Em operação — PCH Dois Saltos: marcador no Salto Mandurí, sobre o Rio dos Patos, com estrutura/corredeira visível. Casa de força listada ~2,3 km a NW — a confirmar separadamente."
136098772,PCH FORQUILHA,-26.005439,-52.183497,-25.987033,-52.167994,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Pendente de validação | Grau: Médio | Fase: Em operação — PCH Forquilha: barramento pequeno + prédio (possível casa de força) a jusante no marcador (em operação, ANEEL)."
145933790,PCH FORQUILHA,-26.005439,-52.183497,-25.987033,-52.167994,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Pendente de validação | Grau: Médio | Fase: Em operação — PCH Forquilha: barramento pequeno + prédio (possível casa de força) a jusante no marcador (em operação, ANEEL)."
171416108,PCH FORQUILHA,-26.005439,-52.183497,-25.987033,-52.167994,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Pendente de validação | Grau: Médio | Fase: Em operação — PCH Forquilha: barramento pequeno + prédio (possível casa de força) a jusante no marcador (em operação, ANEEL)."
172936032,PCH FORQUILHA,-26.005439,-52.183497,-25.987033,-52.167994,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Pendente de validação | Grau: Médio | Fase: Em operação — PCH Forquilha: barramento pequeno + prédio (possível casa de força) a jusante no marcador (em operação, ANEEL)."
247020535,PCH FORQUILHA,-26.005439,-52.183497,-25.987033,-52.167994,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Pendente de validação | Grau: Médio | Fase: Em operação — PCH Forquilha: barramento pequeno + prédio (possível casa de força) a jusante no marcador (em operação, ANEEL)."
120786512,PCH FOZ DO SANTANA,-25.866127,-52.852415,,-52.852415,Conferência geoespacial (Claude),2026-06-27,Barragem: Validado | Casa de força: Pendente de validação | Grau: Médio | Fase: Em operação — PCH Foz do Santana: etiqueta GEP 'PCH Foz do Santana' confirma; foz do Rio Santana no Rio Chopim. Eixo exato e casa de força a pinar.
141047078,PCH FOZ DO SANTANA,-25.866127,-52.852415,,-52.852415,Conferência geoespacial (Claude),2026-06-27,Barragem: Validado | Casa de força: Pendente de validação | Grau: Médio | Fase: Em operação — PCH Foz do Santana: etiqueta GEP 'PCH Foz do Santana' confirma; foz do Rio Santana no Rio Chopim. Eixo exato e casa de força a pinar.
258582152,PCH FOZ DO SANTANA,-25.866127,-52.852415,,,Conferência geoespacial (Claude),2026-06-27,Barragem: Validado | Casa de força: Pendente de validação | Grau: Médio | Fase: Em operação — PCH Foz do Santana: etiqueta GEP 'PCH Foz do Santana' confirma; foz do Rio Santana no Rio Chopim. Eixo exato e casa de força a pinar.
202699111,PCH GENEROSO,-25.616128,-53.081856,,,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Pendente de validação | Grau: Médio | Fase: Em operação — PCH Generoso: rio/reservatório com sedimento e estrutura transversal a montante no marcador (em operação, ANEEL). Casa de força a pinar."
93345908,PCH JACARÉ,-26.039233,-52.932758,-26.035874,-52.927308,Conferência geoespacial (Claude),2026-06-27,"Barragem: Validado | Casa de força: Pendente de validação | Grau: Médio | Fase: Em operação — PCH Jacaré: reservatório e barramento junto a complexo industrial (autoprodução) no marcador (em operação, ANEEL). Co-localizada com CGH Santana (#811)."
