id_emp,codigo,protocolo,empreendimento,tipo,situacao,potencia_mw,rio,municipio,lat_barragem,lon_barragem,lat_casa_forca,lon_casa_forca,lat_barragem_original,lon_barragem_original,lat_barragem_conferida,lon_barragem_conferida,coordenada_status,status_barragem,status_casa_forca,fase_verificada,grau_confianca,observacao,data_conferencia,origem_conferencia,prioridade_siga,siga_fase,siga_nome,chave_local
850,00.963-1,188429866,CGH SÃO FRANCISCO DE SALES,CGH,DEFERIDO,1,SÃO FRANCISCO,CLEVELÂNDIA,-26.244706,-52.438036,,,-26.251299,-52.453819,-26.244706,-52.438036,Confirmada visual,Validado,Pendente de validação,Em operação,Alto,CGH São Francisco de Sales: mesma coord de Pinho Fleck (#641) — barramento/vertedouro + grande complexo industrial a NW. Em operação (ANEEL). Possível co-localização/duplicidade com Pinho Fleck.,2026-06-21,propagado:#847,0,Operação,Pinho Fleck,"-26.2513,-52.4538"
851,00.562-1,199731351,CGH SÃO FRANCISCO DE SALES,CGH,DEFERIDO,1,SÃO FRANCISCO,CLEVELÂNDIA,-26.244706,-52.438036,,,-26.251299,-52.453819,-26.244706,-52.438036,Confirmada visual,Validado,Pendente de validação,Em operação,Alto,CGH São Francisco de Sales: mesma coord de Pinho Fleck (#641) — barramento/vertedouro + grande complexo industrial a NW. Em operação (ANEEL). Possível co-localização/duplicidade com Pinho Fleck.,2026-06-21,propagado:#847,0,Operação,Pinho Fleck,"-26.2513,-52.4538"
852,00.563-1,244732550,CGH SÃO FRANCISCO DE SALES,CGH,DEFERIDO,1,SÃO FRANCISCO,CLEVELÂNDIA,-26.244706,-52.438036,,-52.453877,-26.251299,-52.453819,-26.244706,-52.438036,Confirmada visual,Validado,Pendente de validação,Em operação,Alto,CGH São Francisco de Sales: mesma coord de Pinho Fleck (#641) — barramento/vertedouro + grande complexo industrial a NW. Em operação (ANEEL). Possível co-localização/duplicidade com Pinho Fleck.,2026-06-21,propagado:#847,0,Operação,Pinho Fleck,"-26.2513,-52.4538"
853,00.564-1,162913867,CGH SÃO JOÃO,CGH,EM ANALISE,0.8,SÃO JOÃO ,CARAMBEÍ,-24.889037,-50.204883,-24.893613,-50.207975,-24.889037,-50.204883,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"PCH São João: campo agrícola ao N, vale florestado com drenagem ao S, sem barragem. PCH não construída; casa de força -24.893613,-50.207975.",2026-06-21,propagado:#1436,3,,,"-24.889,-50.2049"
854,00.565-1,163576864,CGH SÃO JOAQUIM,MGH,ARQUIVADO,0.4,CAPIVARI,JAGUARIAÍVA,-24.294183,-49.777507,,-49.777507,-24.294183,-49.777507,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH São Joaquim: rio Capivari natural no marcador, sem barragem. Processo arquivado. Não construída.",2026-06-21,direta,3,,,"-24.2942,-49.7775"
855,,49471440,CGH SÃO JORGE,CGH,DEFERIDO,2.7,PITANGUI,PONTA GROSSA/ CASTRO/ CARAMBEÍ,-25.019977,-50.061924,,-50.061924,-25.019977,-50.061924,,,Original/SIGA (não re-medida),Validado,Validado,Em operação,Médio,"Validado por registro ANEEL=operação com match SIGA confiável (2ª passada). CGH/PCH pequena de cascata; imagem de satélite insuficiente p/ confirmação visual conclusiva nesta passada — eixo/casa de força a confirmar em campo. CGH São Jorge (Rio Pitangui, Ponta Grossa/Castro/Carambeí; SIGA 'São Jorge').",2026-06-26,direta,0,Operação,São Jorge,"-25.02,-50.0619"
856,00.566-1,88346840,CGH SÃO JORGE,CGH,DEFERIDO,2.3,PITANGUI,PONTA GROSSA/ CASTRO/ CARAMBEÍ,-25.019977,-50.061924,,-50.061924,-25.019977,-50.061924,,,Original/SIGA (não re-medida),Validado,Validado,Em operação,Médio,"Validado por registro ANEEL=operação com match SIGA confiável (2ª passada). CGH/PCH pequena de cascata; imagem de satélite insuficiente p/ confirmação visual conclusiva nesta passada — eixo/casa de força a confirmar em campo. CGH São Jorge (Rio Pitangui, Ponta Grossa/Castro/Carambeí; SIGA 'São Jorge'). [propagado de #855, mesma usina/chave_local]",2026-06-26,direta,0,Operação,São Jorge,"-25.02,-50.0619"
857,00.567-1,72690893,CGH SÃO JORGE,CGH,DEFERIDO,2.5,PITANGUI,PONTA GROSSA/ CASTRO/ CARAMBEÍ,-25.019977,-50.061924,,-50.061924,-25.019977,-50.061924,,,Original/SIGA (não re-medida),Validado,Validado,Em operação,Médio,"Validado por registro ANEEL=operação com match SIGA confiável (2ª passada). CGH/PCH pequena de cascata; imagem de satélite insuficiente p/ confirmação visual conclusiva nesta passada — eixo/casa de força a confirmar em campo. CGH São Jorge (Rio Pitangui, Ponta Grossa/Castro/Carambeí; SIGA 'São Jorge'). [propagado de #855, mesma usina/chave_local]",2026-06-26,direta,0,Operação,São Jorge,"-25.02,-50.0619"
858,00.568-1,119811180,CGH SÃO JORGE,CGH,DEFERIDO,2.3,PITANGUI,PONTA GROSSA/ CASTRO/ CARAMBEÍ,-25.019977,-50.061924,,-50.061924,-25.019977,-50.061924,,,Original/SIGA (não re-medida),Validado,Validado,Em operação,Médio,"Validado por registro ANEEL=operação com match SIGA confiável (2ª passada). CGH/PCH pequena de cascata; imagem de satélite insuficiente p/ confirmação visual conclusiva nesta passada — eixo/casa de força a confirmar em campo. CGH São Jorge (Rio Pitangui, Ponta Grossa/Castro/Carambeí; SIGA 'São Jorge'). [propagado de #855, mesma usina/chave_local]",2026-06-26,direta,0,Operação,São Jorge,"-25.02,-50.0619"
859,00.569-1,163697718,CGH SÃO JORGE,CGH,EM ANALISE,2.3,PITANGUI,PONTA GROSSA/ CASTRO/ CARAMBEÍ,-25.019972,-50.061928,,-50.061928,-25.019972,-50.061928,,,Original/SIGA (não re-medida),Validado,Validado,Em operação,Médio,"Validado por registro ANEEL=operação com match SIGA confiável (2ª passada). CGH/PCH pequena de cascata; imagem de satélite insuficiente p/ confirmação visual conclusiva nesta passada — eixo/casa de força a confirmar em campo. CGH São Jorge (Rio Pitangui, Ponta Grossa/Castro/Carambeí; SIGA 'São Jorge'). [propagado de #855, mesma usina/chave_local]",2026-06-26,direta,0,Operação,São Jorge,"-25.02,-50.0619"
860,00.570-1,48775535,CGH SÃO JORGE I,CGH,DEFERIDO,1.2,IVAÍ,PITANGA,-24.694647,-51.519291,-24.720166,-51.601334,-24.708312,-51.523629,-24.694647,-51.519291,Confirmada visual,Validado,Pendente de validação,Em operação,Médio,"CGH São Jorge I: reservatório + estrutura cruzando o corpo d'água a N do marcador (barramento). Em operação (ANEEL); coord casa de força (-24.720,-51.601) ~10 km SW, suspeita.",2026-06-21,direta,0,Operação,Itaguaçu,"-24.7083,-51.5236"
861,00.571-1,138989704,CGH SÃO JORGE II,CGH,INDEFERIDO,4,PITANGA,PITANGA,-24.719444,-51.583611,-24.719405,-51.584282,-24.719444,-51.583611,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH São Jorge II: rio meândrico natural em vale de pasto/mata, sem barragem. Não construída.",2026-06-21,direta,3,,,"-24.7194,-51.5836"
862,00.572-1,236001539,CGH SÃO JOSÉ,CGH,PROTOCOLADO,2.4,PINHÃO,GUARAPUAVA / PINHÃO,-25.642784,-51.581804,-25.647695,-51.588421,-25.642784,-51.581804,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH São José: vale densamente florestado com rio natural/corredeiras, sem barragem. Não construída.",2026-06-21,direta,3,,,"-25.6428,-51.5818"
863,00.573-1,147829043,CGH SÃO JOSÉ,CGH,ARQUIVADO,2.4,PINHÃO,PINHÃO / GUARAPUAVA ,-25.642784,-51.581804,-25.647695,-51.588421,-25.642784,-51.581804,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH São José: vale densamente florestado com rio natural/corredeiras, sem barragem. Não construída.",2026-06-21,propagado:#862,3,,,"-25.6428,-51.5818"
864,00.574-1,133562389,CGH SÃO MANOEL I,CGH,ARQUIVADO,0.95,SÃO MANOEL,GENERAL CARNEIRO,-26.350858,-51.351687,,-51.351687,-26.350858,-51.351687,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH São Manoel I: terreno densamente florestado/reflorestamento com clareiras de pasto e drenagem natural (mesma área do #362 Gentil Amigo), sem barragem/reservatório/casa de força. Não construída.",2026-06-21,direta,3,,,"-26.3509,-51.3517"
865,00.575-1,133562206,CGH SÃO MANOEL II,CGH,ARQUIVADO,0.99,SÃO MANOEL,GENERAL CARNEIRO,-26.336705,-51.342515,,-51.342515,-26.336705,-51.342515,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH São Manoel II: terreno densamente florestado com clareiras de pasto e vale/drenagem natural (região de Palmas), sem barragem/reservatório/casa de força. Não construída.",2026-06-21,direta,3,,,"-26.3367,-51.3425"
866,00.964-1,133562320,CGH SÃO MANOEL III,CGH,ARQUIVADO,0.99,SÃO MANOEL,GENERAL CARNEIRO,-26.321135,-51.320276,,-51.320276,-26.321135,-51.320276,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH São Manoel III: terreno densamente florestado/reflorestamento com pequenas propriedades, estrada de terra e drenagem natural, sem barragem/reservatório/casa de força. Não construída.",2026-06-21,direta,3,,,"-26.3211,-51.3203"
867,00.965-1,77646167,CGH SÃO PEDRO,MGH,DEFERIDO,0.3,VITORINO,BOM SUCESSO DO SUL,-26.080379,-52.825876,,-52.825876,-26.080379,-52.825876,,,Original/SIGA (não re-medida),Validado,Validado,Em operação,Médio,"Validado por registro ANEEL=operação com match SIGA confiável (2ª passada). CGH/PCH pequena de cascata; imagem de satélite insuficiente p/ confirmação visual conclusiva nesta passada — eixo/casa de força a confirmar em campo. MGH São Pedro (Rio Vitorino, Bom Sucesso do Sul; SIGA 'São Pedro').",2026-06-26,direta,0,Operação,São Pedro,"-26.0804,-52.8259"
868,00.576-1,140707740,CGH SATURNO,CGH,ARQUIVADO,1.1,CACHOEIRA,CANDÓI,-25.718749,-52.219692,-25.718747,-52.219692,-25.718749,-52.219692,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Saturno (2ª passada): o corpo d'água amplo junto ao marcador é o RESERVATÓRIO REGIONAL do sistema Rio Jordão/Iguaçu (rótulos GEP 'Alagado do Iguaçu - BR 373', 'Foz do Jordão', 'Reserva do Iguaçu', 'Iguaçu Náutico Clube') — reservatório de UHE (Segredo/Gov. Ney Braga), NÃO uma barragem desta CGH (5 MW, prio-3 sem SIGA). Sem estrutura distinta (crista/casa de força/conduto) no marcador. Reclassificado de Pendente → Não construído.",2026-06-22,direta,3,,,"-25.7187,-52.2197"
869,,218631878,CGH SENHORATI,CGH,PROTOCOLADO,0.7,MARRECAS,MARMELEIRO / FRANCISCO BELTRÃO,-26.167353,-53.143376,-26.166201,-53.140154,-26.167353,-53.143376,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Senhorati: lavoura com fragmentos de mata e vale/drenagem natural (região Rio Marrecas), sem barragem/reservatório/casa de força. Não construída.",2026-06-21,direta,3,,,"-26.1674,-53.1434"
870,00.577-1,132664005,CGH SERRA DAS FURNAS,CGH,INDEFERIDO,4.5,DAS CINZAS,ARAPOTI,-24.223178,-49.954518,,-49.954999,-24.223178,-49.954518,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"PCH Serra das Furnas: terreno florestal/agrícola com drenagem no marcador, sem barragem. PCH não construída.",2026-06-21,propagado:#1455,3,,,"-24.2232,-49.9545"
871,00.578-1,184144972,CGH SÍTIO ALEGRIA,CGH,DEFERIDO,1,DA VÁRZEA,AGUDOS DO SUL / MANDIRITUBA,-25.948474,-49.315364,-25.946825,-49.317081,-25.948474,-49.315364,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Sítio Alegria: rio meândrico natural com corredeiras (água esbranquiçada) em densa mata, sem barragem/reservatório/casa de força. Não construída.",2026-06-21,direta,3,,,"-25.9485,-49.3154"
872,00.579-1,167431771,CGH SÍTIO ALEGRIA,CGH,ARQUIVADO,1,DA VÁRZEA,MANDIRITUBA,-25.948474,-49.315364,-25.946825,-49.317081,-25.948474,-49.315364,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Sítio Alegria: rio meândrico natural com corredeiras (água esbranquiçada) em densa mata, sem barragem/reservatório/casa de força. Não construída.",2026-06-21,propagado:#871,3,,,"-25.9485,-49.3154"
873,00.581-1,207045829,CGH SÍTIO ALEGRIA,CGH,EM ANALISE,1,DA VÁRZEA,AGUDOS DO SUL / MANDIRITUBA,-25.948474,-49.315364,-25.946825,-49.317081,-25.948474,-49.315364,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Sítio Alegria: rio meândrico natural com corredeiras (água esbranquiçada) em densa mata, sem barragem/reservatório/casa de força. Não construída.",2026-06-21,propagado:#871,3,,,"-25.9485,-49.3154"
874,00.966-1,121137658,CGH SOCORRO,CGH,ARQUIVADO,1,PINHÃO,GUARAPUAVA,-25.595834,-51.776583,-25.588646,-51.551751,-25.595834,-51.776583,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Socorro: rio meândrico natural com corredeiras (água esbranquiçada) em lavoura/mata, sem barragem/reservatório/casa de força. Coord cf da base inconsistente (~22km). Não construída.",2026-06-21,direta,3,,,"-25.5958,-51.7766"
875,00.967-1,185732509,CGH SOLIGO,CGH,DEFERIDO,1,SANTANA,RENASCENÇA,-26.122505,-52.921244,-26.119819,-52.92501,-26.122505,-52.921244,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Soligo: lavoura com vales florestados/drenagem dendrítica natural, sem barragem/reservatório/casa de força. Não construída.",2026-06-21,direta,3,,,"-26.1225,-52.9212"
876,00.582-1,161768707,CGH SOLIGO,CGH,ARQUIVADO,1,SANTANA,RENASCENÇA,-26.122505,-52.921244,-26.119819,-52.92501,-26.122505,-52.921244,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Soligo: lavoura com vales florestados/drenagem dendrítica natural, sem barragem/reservatório/casa de força. Não construída.",2026-06-21,propagado:#875,3,,,"-26.1225,-52.9212"
877,00.583-1,187811538,CGH SOLIGO,CGH,EM ANALISE,1,SANTANA,RENASCENÇA,-26.122505,-52.921244,-26.119819,-52.92501,-26.122505,-52.921244,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Soligo: lavoura com vales florestados/drenagem dendrítica natural, sem barragem/reservatório/casa de força. Não construída.",2026-06-21,propagado:#875,3,,,"-26.1225,-52.9212"
878,00.584-1,211559993,CGH TAGUAZINHO,CGH,PROTOCOLADO,2,PINHÃO ,PINHÃO / GUARAPUAVA ,-25.61262,-51.70433,,-51.70433,-25.61262,-51.70433,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Taguazinho: rio natural com corredeiras em vale florestado, sem barragem. Não construída.",2026-06-21,propagado:#879,3,,,"-25.6126,-51.7043"
879,00.585-1,147828853,CGH TAGUAZINHO,CGH,ARQUIVADO,2.4,PINHÃO ,PINHÃO / GUARAPUAVA ,-25.61262,-51.70433,,-51.70433,-25.61262,-51.70433,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Taguazinho: rio natural com corredeiras em vale florestado, sem barragem. Não construída.",2026-06-21,direta,3,,,"-25.6126,-51.7043"
880,00.586-1,150755867,CGH TAMANDUÁ,CGH,DEFERIDO,,TAMANDUÁ,PARANAGUÁ,-25.587699,-48.534099,,-48.534099,-25.587699,-48.534099,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Tamanduá: densa Mata Atlântica em planície litorânea (elev 21m, Serra do Mar/Guaraqueçaba, imagem muito escura), sem barragem/reservatório/casa de força. Não construída.",2026-06-21,direta,3,,,"-25.5877,-48.5341"
881,00.587-1,180767886,CGH TAMARANA,CGH,DEFERIDO,1.9,APUCARANINHA,LONDRINA / TAMARANA,-23.750228,-51.025543,-23.750639,-51.026767,-23.750228,-51.025543,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Tamarana: vale florestado com drenagem natural e pequena propriedade, sem barragem. Não construída.",2026-06-21,direta,3,,,"-23.7502,-51.0255"
882,00.588-1,212629189,CGH TAMARANA,CGH,DEFERIDO,1.9,APUCARANINHA,LONDRINA / TAMARANA,-23.750228,-51.025543,-23.750639,-51.026767,-23.750228,-51.025543,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Tamarana: vale florestado com drenagem natural e pequena propriedade, sem barragem. Não construída.",2026-06-21,propagado:#881,3,,,"-23.7502,-51.0255"
883,00.589-1,223300960,CGH TAPERA,CGH,EM ANALISE,1,TAPERA,VIRMOND / LARANJEIRAS DO SUL,-25.372849,-52.288965,-25.377006,-52.28546,-25.372849,-52.288965,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Tapera: mosaico florestado/lavoura/pasto com vale/drenagem natural, sem barragem/reservatório/casa de força. Não construída.",2026-06-21,direta,3,,,"-25.3728,-52.289"
884,00.590-1,140651524,CGH TAPERA,CGH,DEFERIDO,1,TAPERA,VIRMOND / LARANJEIRAS DO SUL,-25.372849,-52.288965,-25.377006,-52.28546,-25.372849,-52.288965,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Tapera: mosaico florestado/lavoura/pasto com vale/drenagem natural, sem barragem/reservatório/casa de força. Não construída.",2026-06-21,propagado:#883,3,,,"-25.3728,-52.289"
885,00.968-1,175529993,CGH TAPERA,CGH,DEFERIDO,1,TAPERA,VIRMOND / LARANJEIRAS DO SUL,-25.372849,-52.288965,-25.377006,-52.28546,-25.372849,-52.288965,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Tapera: mosaico florestado/lavoura/pasto com vale/drenagem natural, sem barragem/reservatório/casa de força. Não construída.",2026-06-21,propagado:#883,3,,,"-25.3728,-52.289"
886,00.592-1,22.330.096-0,CGH TAPERA,CGH,DEFERIDO,1,TAPERA,VIRMOND / LARANJEIRAS DO SUL,-25.372849,-52.288965,-25.377006,-52.28546,-25.372849,-52.288965,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Tapera: mosaico florestado/lavoura/pasto com vale/drenagem natural, sem barragem/reservatório/casa de força. Não construída.",2026-06-21,propagado:#883,3,,,"-25.3728,-52.289"
887,00.593-1,25.766.890-8,CGH TAPERA,CGH,DEFERIDO,"1,000",TAPERA,VIRMOND / LARANJEIRAS DO SUL,-25.372849,-52.288965,-25.377006,-52.28546,"-25,372849","-52,288965",,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Tapera: mosaico florestado/lavoura/pasto com vale/drenagem natural, sem barragem/reservatório/casa de força. Não construída.",2026-06-21,propagado:#883,3,,,"-25.3728,-52.289"
888,00.845-1,140775673,CGH TAPERA 2A,CGH,DEFERIDO,3.9,TAPERA,VIRMOND / LARANJEIRAS DO SUL/ PORTO BARREIRO,-25.484593,-52.273118,,-52.273118,-25.484596,-52.273118,-25.484593,-52.273118,Confirmada visual,Validado,Coordenada inconsistente,Em operação,Médio,"PCH Tapera: barramento visível no marcador (coord ANEEL, em operação). ATENÇÃO: coord de casa de força listada (-25.377,-52.285) está ~12 km ao norte — provavelmente errada.",2026-06-21,propagado:#1461,0,Operação,Tapera 2a,"-25.4846,-52.2731"
889,00.594-1,171884217,CGH TAPERA 2A,CGH,DEFERIDO,4.5,TAPERA,VIRMOND / LARANJEIRAS DO SUL/ PORTO BARREIRO,-25.484593,-52.273118,,,-25.484596,-52.273116,-25.484593,-52.273118,Confirmada visual,Validado,Coordenada inconsistente,Em operação,Médio,"PCH Tapera: barramento visível no marcador (coord ANEEL, em operação). ATENÇÃO: coord de casa de força listada (-25.377,-52.285) está ~12 km ao norte — provavelmente errada.",2026-06-21,propagado:#1461,0,Operação,Tapera 2a,"-25.4846,-52.2731"
890,00.595-1,196850333,CGH TAPERA 2A,CGH,DEFERIDO,4.5,TAPERA,VIRMOND / LARANJEIRAS DO SUL/ PORTO BARREIRO,-25.484593,-52.273118,,,-25.484596,-52.273116,-25.484593,-52.273118,Confirmada visual,Validado,Coordenada inconsistente,Em operação,Médio,"PCH Tapera: barramento visível no marcador (coord ANEEL, em operação). ATENÇÃO: coord de casa de força listada (-25.377,-52.285) está ~12 km ao norte — provavelmente errada.",2026-06-21,propagado:#1461,0,Operação,Tapera 2a,"-25.4846,-52.2731"
891,00.881-1,207198730,CGH TAPERA 2A,CGH,DEFERIDO,4.5,TAPERA,VIRMOND / LARANJEIRAS DO SUL/ PORTO BARREIRO,-25.484593,-52.273118,,,-25.484596,-52.273116,-25.484593,-52.273118,Confirmada visual,Validado,Coordenada inconsistente,Em operação,Médio,"PCH Tapera: barramento visível no marcador (coord ANEEL, em operação). ATENÇÃO: coord de casa de força listada (-25.377,-52.285) está ~12 km ao norte — provavelmente errada.",2026-06-21,propagado:#1461,0,Operação,Tapera 2a,"-25.4846,-52.2731"
892,00.596-1,148593825,CGH TAPERA I,CGH,DEFERIDO,1,TAPERA,VIRMOND / LARANJEIRAS DO SUL,-25.410559,-52.276055,-25.41217,-52.271636,-25.410559,-52.276055,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Tapera I: rio meândrico natural em vale florestado/pasto com pequena propriedade, sem barragem/reservatório/casa de força. Não construída.",2026-06-21,direta,3,,,"-25.4106,-52.2761"
893,,174864802,CGH TAPERA I,CGH,DEFERIDO,1,TAPERA,VIRMOND / LARANJEIRAS DO SUL,-25.410559,-52.276055,-25.41217,-52.271636,-25.410559,-52.276055,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Tapera I: rio meândrico natural em vale florestado/pasto com pequena propriedade, sem barragem/reservatório/casa de força. Não construída.",2026-06-21,propagado:#892,3,,,"-25.4106,-52.2761"
894,00.969-1,201527503,CGH TAPERA VELHA,CGH,EM ANALISE,1,DAS CINZAS,PIRAÍ DO SUL,-24.369571,-49.935871,,,-24.369571,-49.935871,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Tapera Velha: pasto/lavoura com fragmentos de mata e vale/drenagem natural, sem barragem/reservatório/casa de força. Não construída.",2026-06-21,direta,3,,,"-24.3696,-49.9359"
895,00.597-1,226869077,CGH TEIXEIRA,CGH,PROTOCOLADO,0.66,RIO TURVO,DOUTOR ULYSSES,-24.680583,-49.441131,-24.680056,-49.439561,-24.680583,-49.441131,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Teixeira: terreno florestado/pasto montanhoso com clareiras e drenagem natural (imagem escura), sem barragem/reservatório/casa de força. Não construída.",2026-06-21,direta,3,,,"-24.6806,-49.4411"
896,00.591-1,152400586,CGH TELES DE PROENÇA,CGH,DEFERIDO,2.5,DAS ANTAS ,FAXINAL / MARILÂNDIA DO SUL ,-23.849686,-51.369677,,-51.369677,-23.849686,-51.369677,,,Original/SIGA (não re-medida),Validado,Validado,Em operação,Médio,"Validado por registro ANEEL=operação com match SIGA confiável (2ª passada). CGH/PCH pequena de cascata; imagem de satélite insuficiente p/ confirmação visual conclusiva nesta passada — eixo/casa de força a confirmar em campo. CGH Teles de Proença (Rio das Antas, Faxinal/Marilândia; SIGA 'Rio das Antas').",2026-06-26,direta,0,Operação,Rio das Antas,"-23.8497,-51.3697"
897,00.598-1,168101740,CGH TELES DE PROENÇA,CGH,DEFERIDO,2.5,DAS ANTAS,FAXINAL / MARILÂNDIA DO SUL ,-23.849686,-51.369677,,-51.369677,-23.849686,-51.369677,,,Original/SIGA (não re-medida),Validado,Validado,Em operação,Médio,"Validado por registro ANEEL=operação com match SIGA confiável (2ª passada). CGH/PCH pequena de cascata; imagem de satélite insuficiente p/ confirmação visual conclusiva nesta passada — eixo/casa de força a confirmar em campo. CGH Teles de Proença (Rio das Antas, Faxinal/Marilândia; SIGA 'Rio das Antas'). [propagado de #896, mesma usina/chave_local]",2026-06-26,direta,0,Operação,Rio das Antas,"-23.8497,-51.3697"
898,00.599-1,233704270,CGH TELES DE PROENÇA,CGH,DEFERIDO,2.5,DAS ANTAS,FAXINAL / MARILÂNDIA DO SUL,-23.849686,-51.369677,,,-23.849686,-51.369677,,,Original/SIGA (não re-medida),Validado,Validado,Em operação,Médio,"Validado por registro ANEEL=operação com match SIGA confiável (2ª passada). CGH/PCH pequena de cascata; imagem de satélite insuficiente p/ confirmação visual conclusiva nesta passada — eixo/casa de força a confirmar em campo. CGH Teles de Proença (Rio das Antas, Faxinal/Marilândia; SIGA 'Rio das Antas'). [propagado de #896, mesma usina/chave_local]",2026-06-26,direta,0,Operação,Rio das Antas,"-23.8497,-51.3697"
899,,239543529,CGH TELES DE PROENÇA,CGH,EM ANALISE,2.5,DAS ANTAS,FAXINAL / MARILÂNDIA DO SUL ,-23.849686,-51.369677,,-51.369677,-23.849686,-51.369677,,,Original/SIGA (não re-medida),Validado,Validado,Em operação,Médio,"Validado por registro ANEEL=operação com match SIGA confiável (2ª passada). CGH/PCH pequena de cascata; imagem de satélite insuficiente p/ confirmação visual conclusiva nesta passada — eixo/casa de força a confirmar em campo. CGH Teles de Proença (Rio das Antas, Faxinal/Marilândia; SIGA 'Rio das Antas'). [propagado de #896, mesma usina/chave_local]",2026-06-26,direta,0,Operação,Rio das Antas,"-23.8497,-51.3697"
900,00.600-1,78428309,CGH TESOURO,CGH,ARQUIVADO,2.2,RIBEIRÃO TESOURO,CORBÉLIA,-24.844412,-53.272465,-24.838308,-53.262862,-24.844412,-53.272465,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Tesouro: mesmo ponto do #307 Entre Rios — lavoura com tanques de piscicultura a NE (não reservatório hidrelétrico), sem barragem. Não construída.",2026-06-21,direta,3,,,"-24.8444,-53.2725"
901,00.601-1,135577855,CGH TESOURO,CGH,PROTOCOLADO,2.15,RIBEIRÃO TESOURO,CORBÉLIA,-24.844412,-53.272465,-24.838308,-53.262862,-24.844412,-53.272465,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Tesouro: mesmo ponto do #307 Entre Rios — lavoura com tanques de piscicultura a NE (não reservatório hidrelétrico), sem barragem. Não construída.",2026-06-21,propagado:#900,3,,,"-24.8444,-53.2725"
902,00.602-1,77009485,CGH THERMAS SULINA,CGH,DEFERIDO,0.7,CAPIVARA,SULINA,-25.684157,-52.711456,,-52.711456,-25.684157,-52.711456,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Thermas Sulina: lavoura/pasto com fragmentos de mata, aviários e açudes de propriedade, sem barragem/reservatório/casa de força em rio. Não construída.",2026-06-21,direta,3,,,"-25.6842,-52.7115"
903,00.603-1,77830766,CGH THERMAS SULINA,CGH,DEFERIDO,0.7,CAPIVARA,SULINA,-25.684157,-52.711456,,-52.711456,-25.684157,-52.711456,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Thermas Sulina: lavoura/pasto com fragmentos de mata, aviários e açudes de propriedade, sem barragem/reservatório/casa de força em rio. Não construída.",2026-06-21,propagado:#902,3,,,"-25.6842,-52.7115"
904,00.604-1,191545354,CGH TIGRE AZUL,CGH,PROTOCOLADO,1,DO POÇO,GOIOXIM / GUARAPUAVA,-25.307871,-51.928955,-25.307066,-51.946397,-25.307871,-51.928955,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"CGH Tigre Azul: lavoura com rede de drenagem dendrítica florestada natural, sem barragem/reservatório/casa de força. Não construída.",2026-06-21,propagado:#905,3,,,"-25.3079,-51.929"
